ticker symbol	DBMS	client / embedded	runtime in seconds	start time	end time	host name	no. cores	operating system
hsqldb_emb	HyperSQL Database [embedded]	embedded	20	2020-07-15 10:21:40.068796000	2020-07-15 10:22:00.853450000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
hsqldb_emb	HyperSQL Database [embedded]	embedded	22	2020-07-15 10:22:01.362845000	2020-07-15 10:22:24.255634000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
ibmdb2	IBM Db2 Database	client	20	2020-07-15 10:25:47.003632000	2020-07-15 10:26:07.061020000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
ibmdb2	IBM Db2 Database	client	15	2020-07-15 10:26:07.718192000	2020-07-15 10:26:23.223739000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
informix	IBM Informix	client	16	2020-07-15 10:30:23.346192000	2020-07-15 10:30:39.882486000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
informix	IBM Informix	client	36	2020-07-15 10:30:40.365680000	2020-07-15 10:31:17.223352000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mariadb	MariaDB Server	client	7	2020-07-15 10:31:48.912457000	2020-07-15 10:31:56.837304000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mariadb	MariaDB Server	client	7	2020-07-15 10:31:57.321896000	2020-07-15 10:32:05.112523000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mssqlserver	MS SQL Server	client	11	2020-07-15 10:33:02.170151000	2020-07-15 10:33:13.698621000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mssqlserver	MS SQL Server	client	11	2020-07-15 10:33:14.192500000	2020-07-15 10:33:25.213580000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mimer	Mimer SQL	client	51	2020-07-15 10:33:59.138396000	2020-07-15 10:34:50.760909000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mimer	Mimer SQL	client	51	2020-07-15 10:34:51.209423000	2020-07-15 10:35:42.491573000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mysql	MySQL Database	client	12	2020-07-15 10:36:21.226162000	2020-07-15 10:36:34.041398000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
mysql	MySQL Database	client	13	2020-07-15 10:36:34.519297000	2020-07-15 10:36:47.546692000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
oracle	Oracle Database	client	15	2020-07-15 10:46:39.658693000	2020-07-15 10:46:54.905715000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
oracle	Oracle Database	client	13	2020-07-15 10:46:55.419264000	2020-07-15 10:47:09.285384000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
postgresql	PostgreSQL Database	client	8	2020-07-15 10:47:46.382229000	2020-07-15 10:47:54.599094000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
postgresql	PostgreSQL Database	client	7	2020-07-15 10:47:55.074357000	2020-07-15 10:48:03.020447000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
sqlite	SQLite	embedded	2	2020-07-15 10:48:03.564603000	2020-07-15 10:48:05.577912000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
sqlite	SQLite	embedded	1	2020-07-15 10:48:06.058679000	2020-07-15 10:48:08.054563000	travis-job-1ceb1407-79b4-4fb0-9e10-682d48fc9b49	2	amd64 / Linux / 5.0.0-1031-gcp
